"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","TM #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60"
"Nikita Soshnikov","NIKITA.SOSHNIKOV","8478373","16-17","TOR","R","L",1993-10-14,22,2012,NA,NA,56,504.03,25,13.26,26.57,0.19,0.029,0.2,0.1
"Nikita Soshnikov","NIKITA.SOSHNIKOV","8478373","17-18","STL","R","L",1993-10-14,23,2012,NA,NA,12,125.4,23,13.78,27.56,0.55,0.018,0.22,0.17
"Nikita Soshnikov","NIKITA.SOSHNIKOV","8478373","17-18","TOR","R","L",1993-10-14,23,2012,NA,NA,3,28.57,18,14.26,28.23,-0.15,-0.006,0.2,0.18
"Nikita Soshnikov","NIKITA.SOSHNIKOV","8478373","18-19","STL","R","L",1993-10-14,24,2012,NA,NA,5,35.7,19,14.03,27.98,0.59,0.039,0.13,0.25
"Nikita Soshnikov","NIKITA.SOSHNIKOV","8478373","22-23","NYI","R","L",1993-10-14,28,2012,NA,NA,3,26.4,20,14.6,29.15,0.38,0.023,0.17,0.14
"Nikita Tryamkin","NIKITA.TRYAMKIN","8477997","15-16","VAN","D","L",1994-08-30,21,2014,3,66,13,207.93,25,13.35,26.91,-0.64,-0.062,-0.05,0.03
"Nikita Tryamkin","NIKITA.TRYAMKIN","8477997","16-17","VAN","D","L",1994-08-30,22,2014,3,66,66,993.32,32,13.62,27.08,-0.87,-0.064,0.01,0.05
"Nikita Zadorov","NIKITA.ZADOROV","8477507","13-14","BUF","D","L",1995-04-16,18,2013,1,16,7,110.45,23,13.7,27.97,-2.31,-0.101,0.01,-0.03
"Nikita Zadorov","NIKITA.ZADOROV","8477507","14-15","BUF","D","L",1995-04-16,19,2013,1,16,60,942.97,31,13.73,27.31,-4.21,-0.131,-0.01,-0.02
"Nikita Zadorov","NIKITA.ZADOROV","8477507","15-16","COL","D","L",1995-04-16,20,2013,1,16,22,339.37,29,13.28,27.35,-1.74,-0.07,0.08,0.09
"Nikita Zadorov","NIKITA.ZADOROV","8477507","16-17","COL","D","L",1995-04-16,21,2013,1,16,56,904.93,27,13.47,27.49,-0.43,-0.065,0.07,0.07
"Nikita Zadorov","NIKITA.ZADOROV","8477507","17-18","COL","D","L",1995-04-16,22,2013,1,16,77,1307.4,29,13.7,28.67,-0.15,-0.033,0.22,0.22
"Nikita Zadorov","NIKITA.ZADOROV","8477507","18-19","COL","D","L",1995-04-16,23,2013,1,16,70,1071.43,27,13.09,27.14,0.52,0.017,0.17,0.18
"Nikita Zadorov","NIKITA.ZADOROV","8477507","19-20","COL","D","L",1995-04-16,24,2013,1,16,64,999.12,29,13.23,27.11,2.16,0.082,0.39,0.41
"Nikita Zadorov","NIKITA.ZADOROV","8477507","20-21","CHI","D","L",1995-04-16,25,2013,1,16,55,946.22,33,13.82,27.62,-0.81,-0.047,0.07,0.08
"Nikita Zadorov","NIKITA.ZADOROV","8477507","21-22","CGY","D","L",1995-04-16,26,2013,1,16,74,1174.68,27,13.09,26.24,2.71,0.054,0.28,0.31
"Nikita Zadorov","NIKITA.ZADOROV","8477507","22-23","CGY","D","L",1995-04-16,27,2013,1,16,82,1316.67,28,13.08,26.58,2.99,0.06,0.2,0.19
"Nikita Zaitsev","NIKITA.ZAITSEV","8479458","16-17","TOR","D","R",1991-10-29,24,2010,NA,NA,82,1465.65,29,14.05,28.1,1.65,0.071,0.24,0.24
"Nikita Zaitsev","NIKITA.ZAITSEV","8479458","17-18","TOR","D","R",1991-10-29,25,2010,NA,NA,60,1114.95,27,14.58,28.84,1.03,0.042,0.28,0.26
"Nikita Zaitsev","NIKITA.ZAITSEV","8479458","18-19","TOR","D","R",1991-10-29,26,2010,NA,NA,81,1392.13,25,14.4,28.42,1.96,0.084,0.36,0.32
"Nikita Zaitsev","NIKITA.ZAITSEV","8479458","19-20","OTT","D","R",1991-10-29,27,2010,NA,NA,58,1084.27,36,14.21,28.44,0.36,0.031,0.11,0.16
"Nikita Zaitsev","NIKITA.ZAITSEV","8479458","20-21","OTT","D","R",1991-10-29,28,2010,NA,NA,55,1061.47,36,14.46,29.35,0.88,0.003,0.21,0.21
"Nikita Zaitsev","NIKITA.ZAITSEV","8479458","21-22","OTT","D","R",1991-10-29,29,2010,NA,NA,62,985.68,35,13.88,27.94,0.23,-0.02,0.13,0.13
"Nikita Zaitsev","NIKITA.ZAITSEV","8479458","22-23","CHI","D","R",1991-10-29,30,2010,NA,NA,18,255.28,27,12.71,25.3,-1.64,-0.081,0.04,0.04
"Nikita Zaitsev","NIKITA.ZAITSEV","8479458","22-23","OTT","D","R",1991-10-29,30,2010,NA,NA,28,393.42,27,13.67,28.79,1.43,0.07,0.21,0.19
"Niklas Hagman","NIKLAS.HAGMAN","8467943","07-08","DAL","L","L",1979-12-05,27,1999,3,70,82,900.67,28,13.64,29.61,1.02,0.023,0.24,0.27
"Niklas Hagman","NIKLAS.HAGMAN","8467943","08-09","TOR","L","L",1979-12-05,28,1999,3,70,64,863.63,32,14.53,30.19,-0.28,-0.027,0.16,0.18
"Niklas Hagman","NIKLAS.HAGMAN","8467943","09-10","CGY","L","L",1979-12-05,29,1999,3,70,27,359.72,25,15.26,31.63,0.96,0.038,0.18,0.16
"Niklas Hagman","NIKLAS.HAGMAN","8467943","09-10","TOR","L","L",1979-12-05,29,1999,3,70,55,707.72,25,14.86,30.69,2.04,0.097,0.22,0.25
"Niklas Hagman","NIKLAS.HAGMAN","8467943","10-11","CGY","L","L",1979-12-05,30,1999,3,70,71,835.78,28,14.32,29.46,0.56,0.037,0.19,0.21
"Niklas Hagman","NIKLAS.HAGMAN","8467943","11-12","ANA","L","L",1979-12-05,31,1999,3,70,63,771.15,28,14.83,30.22,-0.06,-0.017,0.11,0.17
"Niklas Hagman","NIKLAS.HAGMAN","8467943","11-12","CGY","L","L",1979-12-05,31,1999,3,70,8,103.9,19,14.5,29.13,-0.52,0.006,0.19,0.14
"Niklas Hjalmarsson","NIKLAS.HJALMARSSON","8471769","07-08","CHI","D","L",1987-06-06,20,2005,4,108,13,169.77,27,12.13,26.77,0.48,-0.022,0.19,0.25
"Niklas Hjalmarsson","NIKLAS.HJALMARSSON","8471769","08-09","CHI","D","L",1987-06-06,21,2005,4,108,21,278.88,26,13.07,28,2.71,0.085,0.26,0.31
"Niklas Hjalmarsson","NIKLAS.HJALMARSSON","8471769","09-10","CHI","D","L",1987-06-06,22,2005,4,108,77,1320.97,27,14.29,28.87,3.73,0.155,0.45,0.45
"Niklas Hjalmarsson","NIKLAS.HJALMARSSON","8471769","10-11","CHI","D","L",1987-06-06,23,2005,4,108,80,1288.88,31,14.12,28.38,1.88,0.06,0.31,0.3
"Niklas Hjalmarsson","NIKLAS.HJALMARSSON","8471769","11-12","CHI","D","L",1987-06-06,24,2005,4,108,69,1208.08,30,14.14,28.34,2.13,0.065,0.27,0.29
"Niklas Hjalmarsson","NIKLAS.HJALMARSSON","8471769","12-13","CHI","D","L",1987-06-06,25,2005,4,108,46,821.5,24,14.21,28.27,2.82,0.098,0.37,0.41
"Niklas Hjalmarsson","NIKLAS.HJALMARSSON","8471769","13-14","CHI","D","L",1987-06-06,26,2005,4,108,81,1469.63,27,14.01,27.8,2.61,0.093,0.36,0.39
"Niklas Hjalmarsson","NIKLAS.HJALMARSSON","8471769","14-15","CHI","D","L",1987-06-06,27,2005,4,108,82,1569.62,33,14.07,27.95,1.7,0.036,0.18,0.22
"Niklas Hjalmarsson","NIKLAS.HJALMARSSON","8471769","15-16","CHI","D","L",1987-06-06,28,2005,4,108,81,1535.97,36,14.36,28.78,1.44,0.009,0.17,0.22
"Niklas Hjalmarsson","NIKLAS.HJALMARSSON","8471769","16-17","CHI","D","L",1987-06-06,29,2005,4,108,73,1333.73,26,14.4,28.38,0.8,-0.008,0.18,0.21
"Niklas Hjalmarsson","NIKLAS.HJALMARSSON","8471769","17-18","ARI","D","L",1987-06-06,30,2005,4,108,48,848.5,26,13.87,27.34,-0.3,-0.036,0.12,0.09
"Niklas Hjalmarsson","NIKLAS.HJALMARSSON","8471769","18-19","ARI","D","L",1987-06-06,31,2005,4,108,82,1327.55,29,13.69,27.51,-0.01,-0.016,0.12,0.12
"Niklas Hjalmarsson","NIKLAS.HJALMARSSON","8471769","19-20","ARI","D","L",1987-06-06,32,2005,4,108,27,428.32,23,13.71,27.44,-0.14,-0.014,0.1,0.08
"Niklas Hjalmarsson","NIKLAS.HJALMARSSON","8471769","20-21","ARI","D","L",1987-06-06,33,2005,4,108,41,556.98,27,13.14,26.78,-0.16,-0.01,0.08,0.06
"Niklas Kronwall","NIKLAS.KRONWALL","8468509","07-08","DET","D","L",1981-01-12,26,2000,1,29,65,1027.88,27,12.9,28.11,3.26,0.087,0.25,0.31
"Niklas Kronwall","NIKLAS.KRONWALL","8468509","08-09","DET","D","L",1981-01-12,27,2000,1,29,79,1363.42,25,13.34,28.27,2.57,0.065,0.34,0.33
"Niklas Kronwall","NIKLAS.KRONWALL","8468509","09-10","DET","D","L",1981-01-12,28,2000,1,29,48,829,24,14.31,29.14,1.79,0.026,0.15,0.16
"Niklas Kronwall","NIKLAS.KRONWALL","8468509","10-11","DET","D","L",1981-01-12,29,2000,1,29,77,1317.72,24,13.35,27.5,1.25,0.01,0.24,0.24
"Niklas Kronwall","NIKLAS.KRONWALL","8468509","11-12","DET","D","L",1981-01-12,30,2000,1,29,82,1397.75,28,13.97,28.5,2.17,0.076,0.36,0.37
"Niklas Kronwall","NIKLAS.KRONWALL","8468509","12-13","DET","D","L",1981-01-12,31,2000,1,29,48,847.03,28,13.98,28.69,1.96,0.061,0.17,0.18
"Niklas Kronwall","NIKLAS.KRONWALL","8468509","13-14","DET","D","L",1981-01-12,32,2000,1,29,79,1378.98,33,13.9,28.43,1.73,0.031,0.3,0.3
"Niklas Kronwall","NIKLAS.KRONWALL","8468509","14-15","DET","D","L",1981-01-12,33,2000,1,29,80,1371.63,27,13.63,27.93,1.72,0.023,0.14,0.22
"Niklas Kronwall","NIKLAS.KRONWALL","8468509","15-16","DET","D","L",1981-01-12,34,2000,1,29,64,1051.03,26,13.46,27.37,1.5,0.027,0.14,0.16
"Niklas Kronwall","NIKLAS.KRONWALL","8468509","16-17","DET","D","L",1981-01-12,35,2000,1,29,57,891.35,31,13.9,27.56,0.34,0.002,0.11,0.2
"Niklas Kronwall","NIKLAS.KRONWALL","8468509","17-18","DET","D","L",1981-01-12,36,2000,1,29,79,1219.32,25,14.06,28.1,0.14,-0.007,0.12,0.12
"Niklas Kronwall","NIKLAS.KRONWALL","8468509","18-19","DET","D","L",1981-01-12,37,2000,1,29,79,1323.05,34,13.98,27.65,-0.4,-0.04,0.08,0.1
"Niko Kapanen","NIKO.KAPANEN","8467516","07-08","ARI","C","L",1978-04-29,29,1998,6,173,79,885.72,30,13.53,28.73,-0.67,-0.046,0.06,0.02
"Niko Mikkola","NIKO.MIKKOLA","8478859","19-20","STL","D","L",1996-04-27,23,2015,5,127,5,67.28,18,12.11,24.09,0.67,0.007,0.33,0.22
"Niko Mikkola","NIKO.MIKKOLA","8478859","20-21","STL","D","L",1996-04-27,24,2015,5,127,30,372.68,29,13.11,25.94,0.11,-0.016,0.11,0.22
"Niko Mikkola","NIKO.MIKKOLA","8478859","21-22","STL","D","L",1996-04-27,25,2015,5,127,54,821.3,30,14.37,28.63,-0.64,-0.018,0.23,0.25
"Niko Mikkola","NIKO.MIKKOLA","8478859","22-23","NYR","D","L",1996-04-27,26,2015,5,127,31,520.6,22,14.3,28.37,0.45,0.02,0.18,0.29
"Niko Mikkola","NIKO.MIKKOLA","8478859","22-23","STL","D","L",1996-04-27,26,2015,5,127,50,728.95,25,13.72,27.21,-0.83,-0.039,0.19,0.23
"Nikolai Knyzhov","NIKOLAI.KNYZHOV","8481812","19-20","S.J","D","L",1998-03-20,21,2016,NA,NA,3,32.28,19,12.98,26.25,0.04,-0.037,0,-0.03
"Nikolai Knyzhov","NIKOLAI.KNYZHOV","8481812","20-21","S.J","D","L",1998-03-20,22,2016,NA,NA,56,878.73,36,13.77,27.71,-0.73,-0.022,0.06,0.05
"Nikolai Knyzhov","NIKOLAI.KNYZHOV","8481812","22-23","S.J","D","L",1998-03-20,24,2016,NA,NA,12,178.02,26,13.82,27.69,-0.13,-0.041,-0.04,0.05
"Nikolai Prokhorkin","NIKOLAI.PROKHORKIN","8476947","19-20","L.A","L","L",1993-09-17,25,2012,4,121,43,490.83,29,14.38,28.51,1.71,0.052,0.09,0.13
"Nikolaj Ehlers","NIKOLAJ.EHLERS","8477940","15-16","WPG","L","L",1996-02-14,19,2014,1,9,72,970.23,26,15.01,30.97,1.91,0.072,0.24,0.28
"Nikolaj Ehlers","NIKOLAJ.EHLERS","8477940","16-17","WPG","L","L",1996-02-14,20,2014,1,9,82,1174.07,28,15.95,32.67,0.17,0.059,0.36,0.37
"Nikolaj Ehlers","NIKOLAJ.EHLERS","8477940","17-18","WPG","L","L",1996-02-14,21,2014,1,9,82,1127.62,27,14.96,30.46,0.49,0.026,0.31,0.24
"Nikolaj Ehlers","NIKOLAJ.EHLERS","8477940","18-19","WPG","L","L",1996-02-14,22,2014,1,9,62,880.62,28,15.54,31.36,-0.36,-0.039,0.15,0.12
"Nikolaj Ehlers","NIKOLAJ.EHLERS","8477940","19-20","WPG","L","L",1996-02-14,23,2014,1,9,71,1039.02,31,15.62,30.73,-0.04,-0.077,0.09,0.08
"Nikolaj Ehlers","NIKOLAJ.EHLERS","8477940","20-21","WPG","L","L",1996-02-14,24,2014,1,9,47,689.07,25,15.45,30.93,0.1,-0.028,0.11,0.12
"Nikolaj Ehlers","NIKOLAJ.EHLERS","8477940","21-22","WPG","L","L",1996-02-14,25,2014,1,9,62,945.28,29,15.71,31.32,0.49,0.012,0.11,0.15
"Nikolaj Ehlers","NIKOLAJ.EHLERS","8477940","22-23","WPG","L","L",1996-02-14,26,2014,1,9,45,558.03,25,15.12,30.92,0.77,0.036,0.22,0.22
"Nikolay Goldobin","NIKOLAY.GOLDOBIN","8477958","15-16","S.J","R","L",1995-10-07,19,2014,1,27,9,100.13,22,14.67,29.63,0.74,0.093,0.23,0.27
"Nikolay Goldobin","NIKOLAY.GOLDOBIN","8477958","16-17","S.J","R","L",1995-10-07,20,2014,1,27,2,19.45,14,14.89,29.86,2.2,0.015,0.04,0.2
"Nikolay Goldobin","NIKOLAY.GOLDOBIN","8477958","16-17","VAN","R","L",1995-10-07,20,2014,1,27,12,130.25,23,14.98,29.8,-1.32,-0.1,0,0.01
"Nikolay Goldobin","NIKOLAY.GOLDOBIN","8477958","17-18","VAN","R","L",1995-10-07,21,2014,1,27,38,428.62,31,14.49,29.09,-0.2,-0.019,0.13,0.1
"Nikolay Goldobin","NIKOLAY.GOLDOBIN","8477958","18-19","VAN","R","L",1995-10-07,22,2014,1,27,63,762.85,33,15.1,30.32,-0.57,-0.052,0.16,0.12
"Nikolay Goldobin","NIKOLAY.GOLDOBIN","8477958","19-20","VAN","R","L",1995-10-07,23,2014,1,27,1,8.62,14,15.24,31.25,1.61,0.046,0.28,0.36
"Nikolay Kulemin","NIKOLAY.KULEMIN","8473579","08-09","TOR","L","L",1986-07-14,22,2006,2,44,72,866.63,32,14.65,30.44,0.29,-0.02,0.14,0.23
"Nikolay Kulemin","NIKOLAY.KULEMIN","8473579","09-10","TOR","L","L",1986-07-14,23,2006,2,44,78,1038.17,31,14.91,30.83,0.97,0.041,0.18,0.24
"Nikolay Kulemin","NIKOLAY.KULEMIN","8473579","10-11","TOR","L","L",1986-07-14,24,2006,2,44,82,1103.8,30,15.38,32.02,1.7,0.03,0.28,0.29
"Nikolay Kulemin","NIKOLAY.KULEMIN","8473579","11-12","TOR","L","L",1986-07-14,25,2006,2,44,70,905.6,26,15.2,30.37,1.06,0.019,0.26,0.32
"Nikolay Kulemin","NIKOLAY.KULEMIN","8473579","12-13","TOR","L","L",1986-07-14,26,2006,2,44,48,665.17,26,14.8,30.29,-0.94,-0.029,0.3,0.3
"Nikolay Kulemin","NIKOLAY.KULEMIN","8473579","13-14","TOR","L","L",1986-07-14,27,2006,2,44,70,937.63,27,14.25,28.64,-2.79,-0.115,0.09,-0.01
"Nikolay Kulemin","NIKOLAY.KULEMIN","8473579","14-15","NYI","L","L",1986-07-14,28,2006,2,44,82,1040.53,27,15.08,29.75,2.15,0.116,0.17,0.26
"Nikolay Kulemin","NIKOLAY.KULEMIN","8473579","15-16","NYI","L","L",1986-07-14,29,2006,2,44,81,954.95,27,15.18,29.83,0.68,0.029,0.15,0.2
"Nikolay Kulemin","NIKOLAY.KULEMIN","8473579","16-17","NYI","L","L",1986-07-14,30,2006,2,44,72,832.2,24,14.32,28.4,-0.52,-0.018,0.19,0.14
"Nikolay Kulemin","NIKOLAY.KULEMIN","8473579","17-18","NYI","L","L",1986-07-14,31,2006,2,44,13,121.98,20,13.78,27.53,-1.68,-0.042,0.14,0.06
"Nikolay Zherdev","NIKOLAY.ZHERDEV","8470597","07-08","CBJ","R","R",1984-11-05,22,2003,1,4,82,1231.28,32,14.09,30.72,0.31,0.039,0.21,0.17
"Nikolay Zherdev","NIKOLAY.ZHERDEV","8470597","08-09","NYR","R","R",1984-11-05,23,2003,1,4,82,1104.45,27,14.31,30.43,2.17,0.031,-0.03,0.08
"Nikolay Zherdev","NIKOLAY.ZHERDEV","8470597","10-11","PHI","R","R",1984-11-05,25,2003,1,4,56,653.25,26,14.56,30.52,1.11,0.086,0.3,0.22
"Nils Aman","NILS.AMAN","8482496","22-23","VAN","C","L",2000-02-07,22,2020,6,167,68,768.73,37,13.91,27.89,-0.94,-0.042,-0.04,0.03
"Nils Hoglander","NILS.HOGLANDER","8481535","20-21","VAN","L","L",2000-12-20,19,2019,2,40,56,768.8,34,15.31,31.19,-0.84,-0.069,0.14,0.08
"Nils Hoglander","NILS.HOGLANDER","8481535","21-22","VAN","L","L",2000-12-20,20,2019,2,40,60,720.05,29,15.14,30.11,0.46,-0.004,0.12,0.13
"Nils Hoglander","NILS.HOGLANDER","8481535","22-23","VAN","L","L",2000-12-20,21,2019,2,40,25,291.53,27,14.76,29.52,-0.34,-0.049,0.09,0.11
"Nils Lundkvist","NILS.LUNDKVIST","8480878","21-22","NYR","D","R",2000-07-27,21,2018,1,28,25,311.83,25,13.16,26.05,-2.56,-0.096,-0.06,-0.06
"Nils Lundkvist","NILS.LUNDKVIST","8480878","22-23","DAL","D","R",2000-07-27,22,2018,1,28,60,883.72,26,13.88,27.97,1.85,0.082,0.24,0.29
"Nino Niederreiter","NINO.NIEDERREITER","8475799","10-11","NYI","R","L",1992-09-08,18,2010,1,5,9,113.03,20,14.62,30.78,-1.97,-0.056,0.01,-0.03
"Nino Niederreiter","NINO.NIEDERREITER","8475799","11-12","NYI","R","L",1992-09-08,19,2010,1,5,55,533.25,28,13.76,27.17,-2,-0.044,-0.03,-0.04
"Nino Niederreiter","NINO.NIEDERREITER","8475799","13-14","MIN","R","L",1992-09-08,21,2010,1,5,81,1023.7,28,15.43,30.84,-0.42,0.009,0.23,0.19
"Nino Niederreiter","NINO.NIEDERREITER","8475799","14-15","MIN","R","L",1992-09-08,22,2010,1,5,80,989.27,30,15.16,30.51,0.49,0.075,0.32,0.29
"Nino Niederreiter","NINO.NIEDERREITER","8475799","15-16","MIN","R","L",1992-09-08,23,2010,1,5,82,1093.97,27,15.37,30.8,-0.3,0.04,0.29,0.18
"Nino Niederreiter","NINO.NIEDERREITER","8475799","16-17","MIN","R","L",1992-09-08,24,2010,1,5,82,1055.4,30,15.19,30.02,0.62,0.096,0.34,0.31
"Nino Niederreiter","NINO.NIEDERREITER","8475799","17-18","MIN","R","L",1992-09-08,25,2010,1,5,63,783.95,27,15.23,30.67,0.08,0.077,0.33,0.36
"Nino Niederreiter","NINO.NIEDERREITER","8475799","18-19","CAR","R","L",1992-09-08,26,2010,1,5,36,549.42,18,15.74,31.65,3.67,0.178,0.28,0.3
"Nino Niederreiter","NINO.NIEDERREITER","8475799","18-19","MIN","R","L",1992-09-08,26,2010,1,5,46,569.07,23,15.36,30.94,0.28,0.065,0.2,0.19
"Nino Niederreiter","NINO.NIEDERREITER","8475799","19-20","CAR","R","L",1992-09-08,27,2010,1,5,67,846.35,26,14.62,30.01,2.3,0.054,0.2,0.29
"Nino Niederreiter","NINO.NIEDERREITER","8475799","20-21","CAR","R","L",1992-09-08,28,2010,1,5,56,780.6,27,15.3,30.52,1.72,0.082,0.13,0.18
"Nino Niederreiter","NINO.NIEDERREITER","8475799","21-22","CAR","R","L",1992-09-08,29,2010,1,5,75,981.65,28,14.62,29.84,3.18,0.125,0.25,0.31
"Nino Niederreiter","NINO.NIEDERREITER","8475799","22-23","NSH","R","L",1992-09-08,30,2010,1,5,56,740,27,14.57,29.78,0.33,0.019,0.14,0.12
"Nino Niederreiter","NINO.NIEDERREITER","8475799","22-23","WPG","R","L",1992-09-08,30,2010,1,5,22,291.62,24,15.24,31.16,1.02,0.072,0.19,0.28
"Noah Cates","NOAH.CATES","8480220","21-22","PHI","L","L",1999-02-05,22,2017,5,137,16,191.73,25,14.55,29.47,-0.7,-0.035,0.06,0.06
"Noah Cates","NOAH.CATES","8480220","22-23","PHI","L","L",1999-02-05,23,2017,5,137,82,1119.85,31,14.91,29.7,-0.85,-0.049,0.07,0.08
"Noah Clarke","NOAH.CLARKE","8468123","07-08","N.J","L","L",1979-06-11,28,1999,9,250,1,10.65,10,13.34,28.16,0.14,-0.017,0.07,0.13
"Noah Dobson","NOAH.DOBSON","8480865","19-20","NYI","D","R",2000-01-07,19,2018,1,12,34,416.58,27,13.86,26.96,-0.71,0.004,0.08,0.1
"Noah Dobson","NOAH.DOBSON","8480865","20-21","NYI","D","R",2000-01-07,20,2018,1,12,46,657.82,25,13.86,26.98,-0.19,0.054,0.17,0.23
"Noah Dobson","NOAH.DOBSON","8480865","21-22","NYI","D","R",2000-01-07,21,2018,1,12,80,1414.02,29,13.74,27,-1.8,-0.05,0.05,0.07
"Noah Dobson","NOAH.DOBSON","8480865","22-23","NYI","D","R",2000-01-07,22,2018,1,12,78,1252.8,34,13.66,27.22,0.67,0.049,0.23,0.27
"Noah Gregor","NOAH.GREGOR","8479393","19-20","S.J","C","L",1998-07-28,21,2016,4,111,28,268.67,29,13.81,27.99,-0.76,-0.051,0.03,0.03
"Noah Gregor","NOAH.GREGOR","8479393","20-21","S.J","C","L",1998-07-28,22,2016,4,111,30,330.7,35,14.39,28.96,-1.02,-0.021,0.02,0.03
"Noah Gregor","NOAH.GREGOR","8479393","21-22","S.J","C","L",1998-07-28,23,2016,4,111,63,833.32,32,15,29.58,-1.65,-0.044,0.09,0.07
"Noah Gregor","NOAH.GREGOR","8479393","22-23","S.J","C","L",1998-07-28,24,2016,4,111,57,703.07,37,14.15,28.29,-0.86,-0.012,0.12,0.12
"Noah Hanifin","NOAH.HANIFIN","8478396","15-16","CAR","D","L",1997-01-25,18,2015,1,5,79,1204.07,28,13.55,26.59,0.81,0.028,0.12,0.14
"Noah Hanifin","NOAH.HANIFIN","8478396","16-17","CAR","D","L",1997-01-25,19,2015,1,5,81,1264,30,13.68,26.77,0.39,0.001,0.06,0.1
"Noah Hanifin","NOAH.HANIFIN","8478396","17-18","CAR","D","L",1997-01-25,20,2015,1,5,79,1321.78,28,13.77,26.9,2.09,0.066,0.19,0.2
"Noah Hanifin","NOAH.HANIFIN","8478396","18-19","CGY","D","L",1997-01-25,21,2015,1,5,80,1410.32,28,13.69,27.97,1.99,0.096,0.29,0.36
"Noah Hanifin","NOAH.HANIFIN","8478396","19-20","CGY","D","L",1997-01-25,22,2015,1,5,70,1250.08,27,13.94,27.61,0.08,0.011,0.14,0.14
"Noah Hanifin","NOAH.HANIFIN","8478396","20-21","CGY","D","L",1997-01-25,23,2015,1,5,47,860.17,26,13.78,28.29,2.28,0.138,0.32,0.37
"Noah Hanifin","NOAH.HANIFIN","8478396","21-22","CGY","D","L",1997-01-25,24,2015,1,5,81,1393.5,27,13.94,27.98,2.76,0.129,0.38,0.38
"Noah Hanifin","NOAH.HANIFIN","8478396","22-23","CGY","D","L",1997-01-25,25,2015,1,5,81,1445.28,28,13.75,27.9,2.11,0.082,0.23,0.21
"Noah Juulsen","NOAH.JUULSEN","8478454","17-18","MTL","D","R",1997-04-02,20,2015,1,26,23,376.4,27,13.24,26.64,-0.02,-0.022,0.07,0.01
"Noah Juulsen","NOAH.JUULSEN","8478454","18-19","MTL","D","R",1997-04-02,21,2015,1,26,21,310.95,24,13.45,27.2,1.97,0.052,0.22,0.23
"Noah Juulsen","NOAH.JUULSEN","8478454","20-21","FLA","D","R",1997-04-02,23,2015,1,26,4,46.67,20,12.51,25.48,1.46,0.028,0.12,0.25
"Noah Juulsen","NOAH.JUULSEN","8478454","21-22","VAN","D","R",1997-04-02,24,2015,1,26,8,105.38,21,13.94,27.71,1,0.033,0.22,0.21
"Noah Juulsen","NOAH.JUULSEN","8478454","22-23","VAN","D","R",1997-04-02,25,2015,1,26,12,163.42,29,13.97,28.04,0.87,0.002,0.25,0.21
"Noah Welch","NOAH.WELCH","8469505","07-08","FLA","D","L",1982-08-26,25,2001,2,54,4,30.25,19,12.32,26.41,0.53,-0.018,0.1,0.05
"Noah Welch","NOAH.WELCH","8469505","08-09","FLA","D","L",1982-08-26,26,2001,2,54,23,150.77,25,12.86,26.99,-0.8,-0.028,0.19,0.15
"Noah Welch","NOAH.WELCH","8469505","08-09","T.B","D","L",1982-08-26,26,2001,2,54,17,251.15,25,11.81,25.6,-1,-0.023,0.14,0.12
"Noah Welch","NOAH.WELCH","8469505","10-11","ATL","D","L",1982-08-26,28,2001,2,54,2,34.87,17,13.1,26.41,-1.16,-0.073,0.08,0.05
"Noel Acciari","NOEL.ACCIARI","8478569","15-16","BOS","C","R",1991-12-01,23,2010,NA,NA,19,161.77,24,13.77,27.7,-0.9,-0.028,0.12,0.11
"Noel Acciari","NOEL.ACCIARI","8478569","16-17","BOS","C","R",1991-12-01,24,2010,NA,NA,29,292.9,26,13.72,27.93,0.77,0.044,0.15,0.15
"Noel Acciari","NOEL.ACCIARI","8478569","17-18","BOS","C","R",1991-12-01,25,2010,NA,NA,60,677.52,32,14.05,28.24,1.5,0.089,0.12,0.13
"Noel Acciari","NOEL.ACCIARI","8478569","18-19","BOS","C","R",1991-12-01,26,2010,NA,NA,72,813.6,33,14.4,28.61,0.87,0.04,0.12,0.12
"Noel Acciari","NOEL.ACCIARI","8478569","19-20","FLA","C","R",1991-12-01,27,2010,NA,NA,66,859.55,25,14.56,29.11,0.74,0.009,0.19,0.24
"Noel Acciari","NOEL.ACCIARI","8478569","20-21","FLA","C","R",1991-12-01,28,2010,NA,NA,41,482.88,32,13.89,28.31,1.57,0.078,0.15,0.22
"Noel Acciari","NOEL.ACCIARI","8478569","21-22","FLA","C","R",1991-12-01,29,2010,NA,NA,20,210.1,27,14.05,28.36,2.74,0.12,0.23,0.3
"Noel Acciari","NOEL.ACCIARI","8478569","22-23","STL","C","R",1991-12-01,30,2010,NA,NA,54,674.23,26,14.3,28.37,-1.81,-0.083,0.12,0.08
"Noel Acciari","NOEL.ACCIARI","8478569","22-23","TOR","C","R",1991-12-01,30,2010,NA,NA,23,268.72,28,14.24,28.69,0.97,0.07,0.24,0.21
"Nolan Baumgartner","NOLAN.BAUMGARTNER","8460500","09-10","VAN","D","R",1976-03-23,33,1994,1,10,12,162.52,22,13.42,28.24,1.01,0.021,0.26,0.23
"Nolan Foote","NOLAN.FOOTE","8481518","20-21","N.J","L","L",2000-11-29,19,2019,1,27,6,57.75,24,13.62,26.83,-1.53,-0.046,-0.02,0
